title,category
한은 지난해 순이익  조    억원  년 연속 역대 최대,Economic
 동료 모두 응원    확진 직원들에게 가정간편식 보내 격려한 부회장님들,Economic
김준 SK이노 부회장  배터리사업 수익성 개선할 것 ,Economic
작년까지 못 받은 국세    조원 육박 강남 체납액  위,Economic
지난해 국세청 세수    조      억 원 전년보다       ,Economic
JT저축은행  최성욱 대표이사  번째 연임 결정,Economic
최성욱 JT저축  대표   연임  지속가능 성장 이어가겠다 ,Economic
중진공  지난해  만    명 중소기업 일자리 창출 지원 ,Economic
중진공    만    명 중소기업 일자리 창출 지원 ,Economic
 월 가계대출 금리평균 연   육박 주담대도  년만 최고치,Economic
  대출 풀리면 뭐하나  금리    인데  신선한 경제 ,Economic
오미크론에 산업생산 투자 동시 감소    경기 회복세 주춤 ,Economic
 월 생산   개월 만에 두달째 감소 소비만      증가  보 ,Economic
빼빼로도 오른다 롯데제과  과자 아이스크림 가격 인상,Economic
롯데제과  빼빼로 스크류바    원씩   일부제품 가격인상,Economic
중국 대만 맹추격에 수출경쟁력 위태   기술경쟁력 신산업 확보해야 ,Economic
지는 일본  떠오르는 중국 대만      수출경쟁력  ,Economic
제도권이  크립토 숙명론 을 두려워하는 이유 비트코인 A to Z ,Economic
신종 수법 판치는 가상 자산 범죄 그러나 다 잡힌다  비트코인 A to Z ,Economic
한국이 암호화폐 선두 주자 되려면  비트코인 A to Z ,Economic
우크라이나 사태가 증명한 비트코인의 가치  비트코인 A to Z ,Economic
    승 투수  출신 윤성환   승부 조작 으로 실형 확정,Social
대법   승부조작 시도  전 삼성 투수 윤성환   일 선고,Social
통산    승 투수의 몰락    대법   승부조작  윤성환 유죄 확정,Social
 승부 조작  윤성환 징역   개월 확정,Social
오늘부터 소아 백신접종 시작 거리두기 조정안도 논의,Social
방역패스 중단 한달   차 접종   분의    토막 오늘부터 어린이 접종 시작,Social
    세 소아백신 접종 첫날  한산  부모들  맞힐 생각 없어 ,Social
 예약자   명 이하  어린이 백신접종 첫날 소아과  한산 ,Social
김건희 비방 현수막 인천   여곳 게시      대 남녀 수사,Social
대선 앞두고  김건희 비방 현수막  내건   대 압수수색,Social
 김건희 수사하라  현수막   개 내건  명 압수수색 종합 ,Social
 김건희 수사하라  현수막   개 내건  명 압수수색,Social
오늘부터 확진자 대면진료 확대  건강보험 수가 가산 검토 ,Social
정부  동네 병원 확진자 진료 활성화되면 재택치료 개편 ,Social
 확진자도 다치면 직접 치료받아야  vs  일반환자 감염될까 우려 ,Social
한의원 등 확진자 대면진료 가능  감염 우려 vs 필요하다 ,Social
경기도   월 일부터    억 규모  취약 소상공인 자금  지원,Social
경기도 취약 소상공인 대상    억 규모 자금 수혈,Social
자유로서 드라마촬영 버스  덤프트럭 추돌  명 사망    명 부상,Social
경기 파주 자유로에서 덤프트럭 버스 충돌     명 부상,Social
인권위  공군 성폭력 피해자 사망사건  차가해 추가조사  권고,Social
인권위  고 이예람 중사  차 가해 군 관계자 추가 조사해야 ,Social
수락산 등 정상석  개 훼손한   대 검거  스트레스 심해서 ,Social
수락산 불암산 정상석 훼손한   대 범인 검거,Social
 유령주식 매도  삼성증권 직원  명 유죄 확정,Social
대법   유령주식 매도  삼성증권 전 현직 직원 유죄 확정,Social
광주지역 제조업체  분기 경기전망  부정적 ,Social
대전 충남 제조업체  분기 경기  상승  기대감 방역완화 효과,Social
 베풀고 싶어요  그 소녀가   공개수배  이은해    년 전  러브하우스  출연설,Social
남편 보험금 노린  계곡 살인     대 남녀 공개수배,Social
경찰  양귀비 대마 불법 재배 내달부터 집중단속,Social
경찰  내일부터 양귀비 대마  몰래 재배  집중 단속,Social
 뇌물수수  혐의 유재수  부산 부시장  징역 년 집행유예  년 확정,Social
 속보   뇌물수수  유재수 전 부산 부시장 집행유예 확정,Social
지방자치단체장 교육감   월 일부터 행사 개최 후원 금지,Social
 지선 D      일부터 지자체장 교육감 각종 행사 개최 및 후원 금지,Social
영업시간 제한 없어질까  드디어 풀리나  환영 속  확진자 폭증  우려도,Social
영업시간 제한 폐지될까  내일 거리두기 조정안 발표,Social
지역 관광기업 지원센터 대상지에 광주 울산 등  곳 선정,Social
전남도  차 관광개발계획 확정 공표  년간  조원 투입,Social
 바로간다  쿠팡 화재로 생계 망친 주민들  달 지나도 보상  막막 ,Social
 바로간다  천막지붕에 곰팡이집 아동   명 중  명  주거빈곤   대책은 ,Social
 바로간다  밤에만 다니던 청소차   햇살 아래 쓰레기 수거  해봤더니 ,Social
 바로간다   두 평에 창문 하나  고시원에서 되묻는  인간다운 삶 ,Social
폭스바겐그룹  벤틀리 람보르기니    판매량 세계적 수준으로 ,Culture
폭스바겐그룹코리아  올해 신차   종 출시   전기차  종,Culture
폭스바겐그룹  올해 신차   종 출시  새 브랜드 진출 계획,Culture
폭스바겐그룹코리아 새 출발  올해 신차   종 출시   모빌리티 시너지 극대화 ,Culture
금호타이어  기아 타이거즈와 유니폼 스폰서 계약,Culture
금호타이어 주총 정일택 사장  수익성 기반 생산 판매로 재편해야 ,Culture
금호타이어 기아 타이거즈  유니폼 스폰서십 체결   년만에 재회 ,Culture
KIA타이거즈  금호타이어 로고 달고 뛴다,Culture
애플TV    파친코  인기에 원작소설 판매량   배 증가,Culture
해외서도 호평 받는  파친코  미 언론  윤여정 추가 수상 논의해야 ,Culture
 현대 커미션      년 전시 작가에 세실리아 비쿠냐,Culture
현대차     현대 커미션  전시 작가에 세실리아 비쿠냐 선정,Culture
 더 뉴 메르세데스 벤츠 C클래스  국내 고객 인도 시작,Culture
메르세데스 벤츠  신형 C클래스 국내 인도 시작,Culture
홍진경  통큰기부   국내기부단체 희망조약돌에  억 원 기부,Culture
 찐천사  홍진경  끝까지 숨겼던 기부금  억이었다,Culture
 밤사이 전국에  mm 약한 비 비 그친 뒤 쌀쌀 날씨 ,Culture
 비 목요일 아침 대부분 그쳐 금요일엔 기온  뚝  날씨 ,Culture
오픈 전부터  역대급 스릴  입소문 부산 롯데월드  먼저 가봤다,Culture
뒤집히고 물보라치는  동화 속 왕국 ,Culture
스마트폰에 지친 눈  잠시 휴식을 건강설계 ,Culture
봄의 불청객  알레르기성 결막염 건강설계 ,Culture
눈 건강 지켜주는  가지 영양소 건강설계 ,Culture
안구건조증  환절기에 더 주의하세요 건강설계 ,Culture
 우리말 바루기   졸립다 는 그대에게,Culture
 우리말 바루기  황당 맞춤법  곱셈추위 ,Culture
 우리말 바루기   거에요 가 아니에요,Culture
 우리말 바루기  산봉우리의 꽃봉오리,Culture
 하루만에 후퇴한 협상 낙관론 젤렌스키  아무말도 믿지 않아  우크라 침공 ,World
러  병력 재배치 우크라 공격 지속 젤렌스키  말뿐인 러  믿지 않아  종합 ,World
 속보  젤렌스키  군사활동 축소  러  추가 전투 준비 ,World
러 우크라 평화협상 낙관  젤렌스키  러  추가전투 준비 ,World
우크라 전쟁 와중 중러 외무장관 회담  협력 확대 ,World
러 외무장관  방중 중국 외교부장과 회동,World
우크라 침공후 중 러 외무장관 첫 대면 회담    협력 확대 ,World
중 러 외무장관 회담   러 외무부  협력 확대키로 ,World
타임  방시혁과 함께 방탄소년단 또 표지모델,World
BTS    시사주간지 타임 표지모델 등장 벌써  번째,World
BTS   번째 미 타임지 표지 장식 하이브  영향력 있는    대 기업  선정,World
 BTS  하이브  아기상어  더핑크퐁 컴퍼니   영향력 있는    대 기업  선정,World
결국  전략적 모호성  유지한   핵무기 사용 원칙    대선 공약 폐기,World
   극단적 상황에서만 핵무기 사용    바이든 공약 사실상 폐기,World
윌 스미스 폭행 후 침묵 깬 제이다 핀켓 스미스  치유의 시기 ,World
윌 스미스에게 뺨 맞은 크리스 록  공연 티켓    배  올랐다,World
 전쟁 직격탄  유럽 경제 물가는 치솟고 성장률 둔화,World
전쟁 청구서 날아든 유럽 인플레 폭탄 떨어졌다,World
러  마리우폴 정전 제안 이번엔 민간인 대피할까,World
 생필품 구하자  우크라 마리우폴 남은 시민   만명  생지옥 ,World
러  돈바스 해방 집중  마리우폴 일시 정전 제안,World
러 국방부  키이우 체르니히우 배치 군대 재편성 돈바스 집중 ,World
브루스 윌리스  전격 은퇴  실어증  인지능력에 영향 ,World
 다이 하드  브루스 윌리스  갑자기 실어증  은퇴선언,World
   신포 잠수함 특이 동향 SLBM 준비 가능성 ,World
   SLBM 발사 징후 포착 신포조선소 잠수함 특이동향,World
푸틴의 우크라 침공은 전략적 실수 미 백악관,World
 푸틴   예스맨 에 현혹돼 오판 내려 대러 제재 파장도 파악 못해 ,World
푸틴  유럽국가들  에너지 결제대금 유로화로 계속 지불가능 ,World
푸틴  독일 이탈리아 총리와 통화  루블화 결제 전환 등 설명 ,World
 특파원 리포트  다시 만난 덩리쥔 중국도 메타버스 열풍,World
 특파원 리포트  엔화는 어쩌다 싸구려가 됐나,World
 특파원 리포트   대학생은 안되고 강아지는 된다   제로 코로나 속 불만 쌓이는  ,World
 특파원 리포트  WFP 구호책임자 단독인터뷰  마리우폴 접근 힘들어 지원 절실 ,World
구현모 KT 대표  지주형 전환 진지하게 고민 밀리의서재 케이뱅크 IPO ,IT
구현모  지주형 전환에 분명히 관심 있다  KT   대 상승세,IT
KT 구현모  지주형 회사 전환 고민 케이뱅크 IPO 준비 ,IT
KT 박종욱 각자 대표   일신상 이유로 사내이사 사퇴 ,IT
크래프톤  게임개발 기반  딥러닝 VR NFT 연구 투자 본격화 ,IT
크래프톤 김창한 대표  IP 확장에 사활 웹     NFT 연구 본격화 ,IT
 김창한 크래프톤 대표  게임에서 더 확장된 미래 그릴 것  주총 ,IT
크래프톤  제  기 정기 주주총회 개최  딥러닝 NFT 투자 본격화 ,IT
추억의 싸이월드  모바일로 재탄생하나  사진첩 미니홈 복원 ,IT
싸이월드 개장 D    번 미뤘는데 이번엔 진짜 맞나요 ,IT
 작년 하반기 스팸전화 이메일       감소 ,IT
방통위  지난해 하반기 스팸     만건 불법대출 도박 가장 많아,IT
 비번도 없고 유지비도 싸   LPG값 급등에 전기택시  인기 ,IT
서울개인택시조합  카카오모빌리티와 협력관계 구축,IT
코로나 위기에도 ICT 연구개발 투자는 증가,IT
코로나   확산 첫해 ICT기업 연구개발비  천   억원 증가,IT
티맵에  탄소 마일리지제  도입 절감 탄소량 산출해 혜택,IT
티맵  공항버스회사  곳 인수  친환경 비운전자 서비스 본격화 ,IT
IPTV사업자 방송채널 소유제한 폐지 등 방송사업법 개정 추진,IT
인수위 만나는 유료방송업계  자율규제 전환  한목소리,IT
 스타트업 리포트   아이들에게 스마트폰과 TV 없는 세상을 알려주고 싶어요 ,IT
 스타트업 리포트 집 같은 공유 사무실로 원격근무 해법 제시한 알리콘의 김성민 조민희 공동대표,IT
 스타트업 리포트   세계인의 아침을 깨운다  세계  위 알람 앱 만든 신재명 딜라이트룸 대표,IT
 스타트업 리포트  당신의 회사는 공정한가요  채용 포털 잡플래닛 만든 황희승 브레인커머스 대표,IT
유료방송  개 단체   월  일   인수위 만난다  OTT온에어 ,IT
  인수위 만나는 미디어 업계  규제혁파 산업진흥  골든타임 잡아야 OTT온에어 ,IT
 OTT온에어  구글 던진 칼 OTT 이용자에 꽂혔다,IT
 힘세고 못된 넷플릭스    도전 반갑다  전세계 깨운  나비효과   OTT온에어 ,IT
