,Unnamed: 0,title,category
112,112, 김 여사 옷값 내로남불  질문에 홍준표    월급으로 사야죠 ,Politics
113,113,안철수  정부  국민  만명 대상으로 코로나 항체 양성률 조사 ,Politics
114,114,안철수  국민  만 명 코로나 항체 양성률 조사하기로 ,Politics
115,115, 물가 코로나 지원  딜레마 안철수  대출 세액공제도 방법 ,Politics
116,116,본 궤도 오른 인수위 정부조직개편  여가부 교육부  문제 고심,Politics
117,117,정부   만명 항체양성률 조사한다 안철수  정점 확인 뒤 방역 완화 ,Politics
118,118,안철수  총리직 고사   다음 달  일 후보 정해질 듯,Politics
119,119,   풍계리서 핵실험 준비 정황  번 갱도 복구 활동 등 위성 포착 ,Politics
120,120,   북한 ICBM에 고체 추진 우주발사체 시험발사로 맞대응,Politics
121,121,민주당  김여사 의혹  가짜뉴스  협찬받거나 빌린 옷 반납 기증 ,Politics
122,122, 묵과 불가   청와대가 김정숙 여사 의상비 논란 반박한 까닭,Politics
123,123,국산 고체 추진 우주로켓 첫 시험발사 성공 정찰위성 대량 발사 길 열렸다,Politics
124,124, 취재파일  차기 국방장관의 조건  국방부 분할    북 도발    국방 상왕  이겨내야,Politics
125,125,   석 민주당  윤석열 정책에 잇단  대립각 ,Politics
126,126,이준석  김정숙  특활비 쓴 사례 나오면 모두 반납해야 ,Politics
127,127, 밥퍼 봉사  나선  당선인 정순택 대주교  약자 잘 챙기길 ,Politics
128,128,김진애  서울시장 출사표  정권 눈치 안보는 최고의 도시전문가 ,Politics
129,129,호주 수출 겨냥한 국산 장갑차  레드백   우리 육군도 써본다,Politics
130,130,   정순택 대주교와 차담 후 배식 봉사  어려운 분들이 제일 피해봐 ,Politics
131,131, 경기지사 후보  차출론 유승민  고민 끝내고 내일 입장 밝힌다,Politics
132,132,총리 대신  당 복귀  택한 안철수     지방선거 첫 시험대,Politics
133,133, 김정숙 저격  신평   대깨문 에 엊어맞은 느낌 내 말 철회 없다 ,Politics
134,134,김정숙 옷값에  박근혜 의상비 의혹  역사가 밝혀줄 것 ,Politics
135,135,안철수 국무총리직 고사    정부 초대 국무총리 이르면 주말 발표,Politics
136,136,이준석  안철수  당에서 역할하면 당연히 환영 ,Politics
137,137, 전문가 분석  우크라이나 러시아 협상  총성은 멈춰야 하지만 졸속협상 위험,Politics
138,138, 뒷받침  안정    와  협치  기준  세평 탐문 등 정밀검증,Politics
139,139, 뉴스초점  안철수  총리 안 맡겠다  이유와 다음 행보는 ,Politics
140,140, 종합  안철수  윤석열 새정부 총리직 고사  인수위  한덕수 유력 거론,Politics
141,141,민주당  김여사 의혹  가짜뉴스  협찬받거나 빌린 옷 반납 기증 ,Politics
142,142,조기숙  김정숙 검소 몸에 배    뿌린대로 거둔단 말 기억하라 ,Politics
143,143,국내 기술로 만든 고체연료 우주발사체 첫 시험발사 성공,Politics
144,144,탁현민    관저서 키우는 개 사룟값도 직접 부담  국회도 특활비 내역 공개 못해 ,Politics
145,145,  ICBM 쏘자 한국  고체 우주발사체 첫 시험 발사,Politics
146,146,   고체연료 우주발사체  첫 시험발사 성공 정찰위성 탑재예정,Politics
147,147,탁현민  증거 없는데도 사비 쓴 옷장까지 공개해야 하나 ,Politics
148,148,   고체 우주발사체 첫 시험발사 성공 우주강국 도약 이정표,Politics
149,149,   정순택 대주교에  많은 지혜와 도움 주시라  성당 배식봉사도,Politics
150,150,윤호중 김동연  정치교체 다짐  아집 기득권 내려놓겠다 ,Politics
151,151, 뉴스앤이슈  안철수  총리 안 맡고 인수위 집중  새 정부 총리는 누가 ,Politics
152,152,안철수  오미크론 정점 후 거리두기 완화 대출 세액공제도 검토 ,Politics
153,153,조성은  샤넬백 줄서서 사는 나라에서 영부인 옷 지적  우습다 ,Politics
154,154,박홍근  대통령 집무실 이전 반대 안해 충분히 협조할 것 ,Politics
155,155,김동연 송영길 유승민 결심만 바라보는 지방선거  이번 주 내 결단 내려야 ,Politics
156,156, 당선인  반도체에 각별한 관심 인수위서 어떤 방안 나올까,Politics
157,157,이준석     당에서 역할 환영  총리 인선엔  기업인 보고 싶다 ,Politics
158,158, 박근혜 옷값  재소환에 유영하  역사가 밝혀줄 것  이슈시개 ,Politics
159,159,안철수  확진자 감소세 확인될 때 거리두기 완화해야 ,Politics
160,160,우리 군  고체연료 발사체 자체 개발 성공,Politics
161,161,이준석  사과 안해  뭘 사과하라는 것인지 정확히 말하라 ,Politics
162,162,탁현민  허락 없이 남 옷장 열면 안 돼  전여옥  국민의 옷장 ,Politics
163,163,민주  김여사 의혹  가짜뉴스    논두렁시계  소환하며 역공,Politics
164,164,탁현민  박근혜와 달리 의상 사비로   개 사룟값도 대통령이 내 ,Politics
165,165,안철수  거리두기 완화 잘못 확진자 감소세 확실해야 ,Politics
166,166,윤석열  정순택 대주교와 차담 안철수  총리설 일축,Politics
167,167,총리 대신  당 복귀  택한 안철수     지방선거 첫 시험대,Politics
168,168,민주당 후보  유부녀와 사통  임신과 낙태 소문은 허위 사실  취재기자 고소  진실공방 ,Politics
169,169,탁현민  김 여사 옷에 특활비 한 푼도 안 써 ,Politics
170,170, 사과 안 해  이준석 전장연  끝나지 않은 전쟁  되나,Politics
171,171,이준석   지하철 승하차 시위  장애인단체 사과 요구에  안 한다 ,Politics
172,172,김진애  서울시장 출마 선언  윤석열 정부에 보약 되겠다 ,Politics
173,173,안철수  총리 생각 없다  민주당  전열 정비,Politics
174,174,여야  추경 필요성 공감  인수위 중심으로   내면 신속 심사  종합 ,Politics
175,175,장제원    이제부터 시작 국무총리 인선  월초 끝낸다 ,Politics
176,176,   피살 공무원  유족   에  정보공개 청구 항소 취하하라 ,Politics
177,177,안철수  내각 참여 안 하겠다    대주교 차담,Politics
178,178,   연일  김정숙 옷값 논란  수습  특활비 공개 요구 문제 있어 ,Politics
179,179,젤렌스키 우크라 대통령  한국 국회서도 연설한다 여야 추진 합의,Politics
180,180,민주     드라이브  임대차 법 집무실  줄줄이 대립각,Politics
181,181,육군 예비군 홍보대사에 특전사 출신 최영재 박은하,Politics
182,182,탁현민  허락 없이 남 옷장 열면 안 돼  전여옥  국민의 옷장 ,Politics
183,183,민주  김여사 의혹  가짜뉴스    논두렁시계  소환하며 역공,Politics
184,184,탁현민  박근혜와 달리 의상 사비로   개 사룟값도 대통령이 내 ,Politics
185,185,안철수  거리두기 완화 잘못 확진자 감소세 확실해야 ,Politics
186,186,윤석열  정순택 대주교와 차담 안철수  총리설 일축,Politics
187,187,총리 대신  당 복귀  택한 안철수     지방선거 첫 시험대,Politics
188,188,민주당 후보  유부녀와 사통  임신과 낙태 소문은 허위 사실  취재기자 고소  진실공방 ,Politics
189,189,탁현민  김 여사 옷에 특활비 한 푼도 안 써 ,Politics
190,190, 사과 안 해  이준석 전장연  끝나지 않은 전쟁  되나,Politics
191,191, 정치인으로 선 넘어   장애인 요구 공감  지적에도 이준석  사과 없다 ,Politics
192,192, 할 일 굉장히 많다  안철수 첫 시험대는   월 지방선거 ,Politics
193,193,    세대  서울시장 후보  기득권 내전,Politics
194,194, 윤석열 깐부  강조한 권영진 대구시장   선 도전 포기 홍준표 김재원 양강구도,Politics
195,195,박범계  수사지휘권 한계 등 논의 가능 폐지는 안돼 ,Politics
196,196,한때 안철수 멘토 이상돈  뼈 있는 말  사람은 안 변한다 ,Politics
197,197,생애첫유권자  김영환 충북지사 경선 참여 요청은 밀실야합 ,Politics
198,198,  정부 초대 총리 인선 임박 안철수는 고사,Politics
199,199, 지방선거 당권 생각 없다 는 안철수의  큰그림 은 ,Politics
200,200,고민정  논두렁 시계  언급   김정숙 여사  감각 있어 옷도 직접 리폼 ,Politics
201,201,  졌잘싸  외치면 답 없다 역대 최약체 상대에 뼈아픈 패배 ,Politics
202,202,탁현민  김 여사  개사료도 직접 사 옷 특활비  놀라운 발상 ,Politics
203,203,권영진  대구시장 불출마 선언,Politics
204,204,총리직 마다한    당선인 뜻 펼치도록 좋은 분 찾으시라 했다 ,Politics
205,205,   의 부동산  인 각    인수위에  속도조절 해야  조언,Politics
206,206, ICBM 기만 실패  침묵하는    선전부문 강습회로 결속 강화,Politics
207,207, 총리 포기  안철수  당선자 뜻 펼치도록  재충전할 것 ,Politics
208,208,군이 시범운용하는 레드백은 어떤 장갑차 ,Politics
209,209,탁현민  허락 없이 남의 옷장 열면 안돼  VS 전여옥  국민의 옷장  늘 열려있어야 ,Politics
210,210,탁현민  남의 옷장 열면 안돼  vs 전여옥  그건 국민 옷장 ,Politics
211,211,총리 안 맡겠다는 안철수  그가 그리는 그림은 ,Politics
212,212,  번 찍고 후회하는 시민 마음 붙잡아야  김진애  서울시장 도전장,Politics
213,213,대통령 집무실 이전 반대       찬성       엠브레인,Politics
214,214,윤호중  이재명 조기 등판 일러 경선룰  전략 따라 다른 방식도 ,Politics
215,215,권영진 불출마로 홍준표 김재원   파전       변수되나,Politics
216,216,탁현민 분노 폭발  김 여사  개 사룟값도 직접 사 짝퉁 브로치  디자이너 모욕 ,Politics
217,217,조성은 류근  김정숙  옷값 논란  직격  김건희 기사 하나 없어 우습게 꼴 돌아가 ,Politics
218,218,전경련  대통령 집무실 용산이전시 관광수입 연    조    지원사격 ,Politics
219,219,전여옥  김정숙 여사 옷값   년 뒤 공개 국민 개돼지로 알아 ,Politics
220,220,탁현민   대통령  관저 개 사료값도 직접 사 옷값 모두 사비 ,Politics
221,221,  졌잘싸  외치면 답 없다 역대 최약체 상대에 뼈아픈 패배 ,Politics
222,222, 샤넬백 사려고 줄서는 나라에서 우습다   조성은   김정숙 옷값 논란  저격,Politics
223,223, 거야  민주    임대차 법 폐지 추경 방식 반대,Politics
224,224,박범계  수사 지휘권 입장 변함 없어   특검 질문은 즉답 피해,Politics
225,225,보수 원로들   장애인 시위 비판  이준석에 자제 촉구,Politics
226,226,민주당    조원 추경이 적당   지출 구조조정은 새 정부에서 ,Politics
227,227, 무등의 아침  이용섭  안철수   광주에 마음의 빚 있다  밝혀 광주 전남 통합하자 ,Politics
228,228,탁현민  김정숙 여사 사비 옷값 공개요구에  그 집 옷장 열어도 되나 ,Politics
229,229,김예지  배울만큼 배운 분이  이준석     내 대변인 아냐  대신 사과 없다 ,Politics
230,230,안철수  새 정부 내각 참여 않겠다    부담 더는 길 ,Politics
231,231,  최종윤  송영길 차출 반기  대선 패배 책임지고 물러난 사람 ,Politics
232,232, 홍석희의 현장에서  정권교체기 검찰총장,Politics
233,233, 인수위  여가부  기로  폐지반대  여성단체와 첫 만남,Politics
234,234, 좀 쉬려고   권영진  깜짝 불출마  참모들도 몰랐다,Politics
235,235,권영진 대구시장  선 불출마 선언 홍준표  빅딜 현실화하나,Politics
236,236, 장애인 시위 비난  이준석  당 안팎 질타에도  사과 안 한다 ,Politics
237,237,   총리 안한다  당선인 뜻 펼치도록 좋은 분 찾으시라 했다  종합 ,Politics
238,238,이준석    특활비에 민감했던   정부   모두 사비 의 반례 나오지 않기를 ,Politics
239,239, 북한  의도적으로      군사합의  파기할 수도 ,Politics
240,240, 사실은  지하철 장애인 시위  시장 바뀌고 지속적으로 ,Politics
241,241, 초동시각 인수위의  삽 ,Politics
242,242,이준석  장애인 혐오를 한 것 같은 느낌  뭘 사과하라는 건지 ,Politics
243,243, 정부 초대 총리  경제 총리 탄력 한덕수 전 총리 유력,Politics
244,244,안철수  총리직 고사   다음 달  일 후보 정해질 듯,Politics
245,245,불출마  권영진 표 는 홍준표 김재원 중 어디로 갈까,Politics
246,246,박범계  수사지휘권 폐지 반대 고수 법무부엔  남을 사람 이해 ,Politics
247,247,안철수  국민의힘 국민의당 합당   차 협상 중 당 구성원에게 맡겼다 ,Politics
248,248,불붙는 국힘 원내대표 경선 김태흠 권성동   파전  속 김도읍 선택 주목,Politics
249,249,김진애  서울시장 출사표  무난하게 가면 무난하게 진다 ,Politics
250,250,  엄호 나선 탁현민  남의 옷장 열면 안돼  전여옥  국민의 옷장 ,Politics
251,251,안철수    뜻 펼치도록 내각 참여 않겠다  총리직 고사  종합 ,Politics
252,252,이준석  김정숙 여사  특활비 지출 사례 나오면 모든 옷 반납해야 ,Politics
253,253,민주 박지현  부동산 실패 책임자 공천 금지  김현미 노영민 겨냥 ,Politics
254,254,윤 당선인  젤렌스키에  종전 후 가급적 이른시일에 만나자  종합 ,Politics
255,255,진중권  이준석  대중 선동   저급한 정치해  비판,Politics
256,256, 뉴스포커스  안철수  총리직 고사  내각 참여 안해 ,Politics
257,257,중앙재난안전대책본부 브리핑   월   일 ,Politics
258,258,외교부  산업부 직격   외국 등에 업고 조직 개편 이기려는 행태 의문 ,Politics
259,259,한국군  화성   형 이라는데 신중한 미국  앞서가지 않겠다 ,Politics
260,260,조성은  샤넬백 줄서는 나라서 영부인 의상 논란  우스워 ,Politics
261,261,   총리 안한다  재충전 후 당과 정권에 공헌  당 고칠 점 많아  종합 ,Politics
262,262, 영상  안철수  내각엔 직접 참여 안한다   부담 더는 것 ,Politics
263,263,안철수  당 지지기반 넓히는 일 하겠다  내년 당권 도전 여부  주목 ,Politics
264,264,이준석  김정숙 의상 구입  특활비 쓴 사례 나오면 모두 반납해야 ,Politics
265,265, 아침에 이슈  전세대란 우려 속    임대차법 폐지 반대 ,Politics
266,266,인수위 후 당으로 돌아가는 안철수 이준석  당연히 환영 ,Politics
267,267,진중권  이준석에 십자포화  저급한 정치 퇴출해야 ,Politics
268,268,안철수  국무총리 안 한다   당권 도전 사실상 공식화 종합 ,Politics
269,269,  풍계리 핵실험장 갱도 복구 정황  위성사진서도 포착,Politics
270,270,  집무실 이전 반대       찬성        엠브레인리퍼블릭 ,Politics
271,271,김종인 쓴소리  이준석  여당 대표면 좀 참고 인내해야 ,Politics
272,272,MB 김경수  지사 사면 여부에        반대        찬성 ,Politics
273,273,지방선거 앞두고 다시 이심송심  동반 복귀하나,Politics
274,274,안철수    고민 더는 것 총리직 고사 이해한다더라 ,Politics
275,275,안철수  초대총리 안맡기로  당선인  이해한다  상보 ,Politics
276,276, 현장연결  안철수  지방선거 생각 없어 당권도 당장 생각 없다 ,Politics
277,277,진중권  이준석  저급한 정치 정치하는 이유 다시 생각하라 ,Politics
278,278,  탁현민  김정숙 여사   사비 로 산 옷을 왜 해명해야 ,Politics
279,279,총리직 고사 못 박은 안철수  내각 참여 안 한다 ,Politics
280,280,권영진 대구시장  선 불출마 선언 종합 ,Politics
281,281,김기현  청문회 준비 안한다   입각설  부인 ,Politics
282,282,   젤렌스키에  종전 후 이른 시일 내 만나자 ,Politics
283,283, 당선인 측  김건희 여사  취임식서 나올 가능성 타진 ,Politics
284,284,납세자연맹   에 비밀스러운 예산은 없어  공무 중에서 가장 많은 특권 누려 ,Politics
285,285,김정숙 옷값 논란  황교익 김어준 반격       억 특활비 밝혀라 ,Politics
286,286,윤호중  인물난 아니다  송영길 차출론 선긋기,Politics
287,287,이준석   이동권 시위  장애인단체 사과 요구에  사과하지 않겠다 ,Politics
288,288, 사과 안한다  이준석  혐오 정치  논란에 당선인 측  장애인 이동권 확보는   공약 ,Politics
289,289,   우크라이나 대통령에  종전 후 이른 시일 내 만나자 ,Politics
290,290, 뉴스라이브   초대 총리  순위  꼽히던    총리직 고사 왜 ,Politics
291,291,국힘  김정숙 옷값 사비라면 공개하면 될 일 ,Politics
292,292,안철수  총리 안 맡겠다 내각에 참여 않는게 당선인 부담 더는 것 ,Politics
293,293,여야 강대강 대치전선 예고 임대차 법 중대선거구제  뇌관 ,Politics
294,294, 교통약자법  좌절의   년  그날의 국회 회의록에도 반복됐다,Politics
295,295, 청와대 집무실 용산 이전  반대       vs  찬성      ,Politics
296,296,김기현  새 원내대표 선출  늦어지면 협상 주도 어려워 ,Politics
297,297,호주  수출 앞둔 레드백 장갑차  육군이 써본다,Politics
298,298,유승민 전략공천설에 국힘 경기지사 후보들  반발 ,Politics
299,299,송영길 유승민 이름이 거론된다  이러면 곤란하다,Politics
300,300,안철수 포기에 당선인 측  총리인선  지금부터 속도 ,Politics
301,301, 단독   이재명   서울 송영길 경기 김동연  비대위원에 일일이 전화 ,Politics
302,302,김재원  오세훈 최대 적수  송영길 아닌 박영선 ,Politics
303,303, 현장영상   안철수  인수위원장 후 내각 참여 안 할 것   재충전 시간 필요 ,Politics
304,304,   연일  김정숙 옷값  해명  브로치  억 아냐 ,Politics
305,305,탁현민  김여사  개사료도 직접 산다 옷에 특활비 한푼도 안써 ,Politics
306,306,윤호중  지선에 당 자원 총동원 당내 모든 지도자 응답해야  종합 ,Politics
307,307, 당선인  정순택 대주교 차담후 배식봉사  약자 보살펴야 ,Politics
308,308,안철수  내각 참여 안하는 게 당선자 부담 더는 것 ,Politics
309,309, 논두렁 시계  소환한 민주 윤호중  가짜뉴스 퍼뜨려 ,Politics
310,310, 속보  안철수  재충전할 시간 필요하다 ,Politics
311,311,박지현  혁신은 당연  부동산 문제 인물 공천 금지 ,Politics
312,312, 개 사료도 사비로 부담 순방 의상은 기증 반납 ,Politics
313,313,김어준  이준석 겨냥  장애 있다고 이동권 제한  그런 사람이 야만인 ,Politics
314,314,탁현민  영부인 옷값에 특활비 사용    놀라운 발상 ,Politics
315,315,   내각 참여 않는 게  부담 더는 것   당권도 당장 생각없어 ,Politics
316,316,지뢰사고 육군 상사에 손 내민 사람들,Politics
317,317, 속보  안철수  다음 정부 청사진 그리고 내각에는 참여 않을 것 ,Politics
318,318,이용섭 광주시장  더 크고 더 강한 광주 완성할 것 ,Politics
319,319,이준석  전장연에 사과 안 해  잘못된 의식 버려라 ,Politics
320,320,탁현민     관저 개 사료값도 직접 부담 옷값  전액 사비 ,Politics
321,321,김부겸  오미크론 정점 지나 감소세      주만에 꺾였다 ,Politics
322,322, 부인 리스크  선거 땐 후보  지금은 문 대통령 덮쳤다,Politics
323,323,탁현민  남 옷장 열면 안돼  vs 전여옥  남 아닌 국민의 옷장 ,Politics
324,324, 윤 당선인과 젤렌스키 우크라 대통령 종전후 만난다 ,Politics
